drugbank_id,drugname,drug_type,description,approved,experimental,illicit,investigational,nutraceutical,withdrawn
DB05667,b'Levoketoconazole',small molecule,"Cushing's syndrome (CS) is underpinned by chronic hypercortisolism leading to multisystem morbidity, including effects on the cardiovascular and endocrine systems, metabolic syndrome with accompanying changes in body composition, neuropsychiatric effects, changes in blood pressure and chemistry, and opportunistic infections.[A244078, A244083] [Ketoconazole] has been used both on- and off-label to treat CS due to its ability to inhibit cortisol production. Still, toxicity has limited its use, notably hepatic toxicity and a tendency to prolong the QT interval.[A244083] Levoketoconazole is one of two enantiomers present in racemic [ketoconazole]. It possesses most of the inhibitory effect towards steroidogenic enzymes, making it an attractive candidate for CS treatment with a potentially lower toxicity profile than its racemate.[A244083, A29319, L39573]

Levoketoconazole was approved by the FDA on December 30, 2021, and is currently marketed under the registered trademark RECORLEV by Xeris Pharmaceuticals, Inc.[L39563]",1,0,0,1,0,0
DB05668,b'Palifosfamide',small molecule,"Palifosfamide (ZIO-201) is a proprietary stabilized metabolite of ifosfamide. Ifosfamide has been shown to be effective in high doses in treating testicular cancer, sarcoma and lymphoma.",0,0,0,1,0,0
DB05675,b'EP-2104R',biotech,"EP-2104R is an imaging pharmaceutical under development for the detection of blood clots. It is the first targeted high-resolution technique designed to visualize blood clots directly. It is being developed by EPIX Pharmaceuticals, Inc.",0,0,0,1,0,0
DB05676,b'Apremilast',small molecule,"Apremilast, also known as Otezla, is a phosphodiesterase 4 (PDE4) inhibitor used to treat various types of symptoms resulting from certain inflammatory autoimmune diseases. It belongs to the same drug class as [Roflumilast] and [Crisaborole].[A181244,L7495] Initially approved in 2014, it is marketed by Celgene.[L7501] In July 2019, apremilast was granted a new FDA approval for the treatment of oral ulcers associated with Behcet's disease, an autoimmune condition that causes recurrent skin, blood vessel, and central nervous system inflammation.[A181216]",1,0,0,1,0,0
DB05678,b'SLx-4090',small molecule,SLx-4090 is a microsomal triglyceride transfer protein (MTTP) inhibitor potentially for the treatment of type 2 diabetes. [A33218],0,0,0,1,0,0
DB05679,b'Ustekinumab',biotech,"Ustekinumab is a human immunoglobulin (Ig) G1 kappa monoclonal antibody directed against interleukin(IL)-12 and IL-23, which are cytokines that are involved in immune and inflammatory responses.[A187349] It was generated via recombinant human IL-12 immunization of human Ig (hu-Ig) transgenic mice.[A187349] It is a targeted biologic disease-modifying anti-rheumatic drug (bDMARDs) that is used in the management of various inflammatory conditions that involve the activation of IL-12 and IL-23 signalling pathways.[A187346]

The therapeutic use of the drug started in Canada, the US, and Europe since 2009 when it was first approved for the treatment of adult patients with moderate to severe plaque psoriasis and active psoriatic arthritis, alone or in combination with [methotrexate]. In September 2016, ustekinumab was additionally approved for the management of moderate to severe Crohn's disease in selected adult patients. In October 2019, it was also approved by the FDA for use to manage moderately to severely active ulcerative colitis in adults. Ustekinumab is currently the first and only approved biologic therapy for ulcerative colitis that targets the interleukin (IL)-12 and IL-23 cytokines.[L9392] The dosing regimen for ustekinumab is based on the patient's weight and there are intravenous and subcutaneous formulations of the drug based on the dosing schedule and condition being treated. Ustekinumab is commonly marketed under the trade name STELARA.",1,0,0,1,0,0
DB05685,b'FX06',biotech,FX06 is a naturally occurring peptide derived from the neo-N-terminus of fibrin (Bbeta(15-42)). It prevents leukocyte migration through the gap junctions of endothelial cells. FX06 has proven safe in acute and subchronic toxicological studies and recently entered clinical development. It is being developed by Fibrex Medical Inc.,0,0,0,1,0,0
DB05687,b'BL-1020',small molecule,BL-1020 is a first in class novel compound for the treatment of schizophrenia. It is being developed by BioLineRx (BioLine).,0,0,0,1,0,0
DB05688,b'CRx-119',small molecule,"CRx-119 is a novel synergistic combination drug candidate discovered using the CombinatoRx combination High Throughput Screening (cHTS(TM)) technology with potential therapeutic use in a broad range of immuno-inflammatory conditions. CRx-119 is a combination of a low dose of the steroid prednisolone, 3mg, and amoxapine.",0,0,0,1,0,0
DB05695,b'NPS-2143',small molecule,,0,0,0,1,0,0
DB05697,b'Trabedersen',biotech,,0,0,0,1,0,0
DB05706,b'13-deoxydoxorubicin',small molecule,GPX-100 is an anthracycline anticancer drug that belongs to the family of drugs called antitumor antibiotics.,0,0,0,1,0,0
DB05708,b'GTS-21',small molecule,"GTS-21 (also known as DMBX-A), is a novel, small-molecule, orally active and selective alpha-7 nicotinic acetylcholine (nACh) receptor agonist that has demonstrated memory and cognition enhancement activity in human clinical trials. Athenagen licensed the exclusive rights to the compound and a related library of analogs as part of the acquisition of Osprey Pharmaceutical Company in April 2006. GTS-21 has been studied in multiple Phase I studies in healthy volunteers and one Phase I/II study in schizophrenic patients. In all studies, the compound was well tolerated. In a Phase I multi-dose, double-blind, placebo controlled study in healthy adults, GTS-21 also demonstrated cognitive enhancement across all doses, with a statistically significant improvement in attention related and memory related tasks (Kitagawa, et al. Neuropsychopharmacology (2003), 28, 542-551).",0,0,0,1,0,0
DB05710,b'Gantacurium',small molecule,"Gantacurium chloride is a new, investigational, non-depolarizing ultra-short acting neuromuscular blocker. It is being developed by Avera Pharmaceuticals.",0,0,0,1,0,0
DB05712,b'AZD-9684',small molecule,AZD-9684 is the first member of a new anti-thrombotic class (CPU inhibitors). It is being developed by AstraZeneca.,0,0,0,1,0,0
DB05713,b'LY-517717',small molecule,LY517717 is an investigational oral direct inhibitor of activated Factor Xa. It is believed to be Lilly's PMD-3112 (licensed from Amgen).,0,0,0,1,0,0
DB05714,b'Flovagatran',small molecule,,0,0,0,1,0,0
DB05736,b'MIV-701',small molecule,"MIV-701 is a selective, potent inhibitor of the protease Cathepsin K. It is developed for the treatment of osteoporosis.",0,0,0,1,0,0
DB05737,b'Varespladib methyl',small molecule,Varespladib methyl has been investigated for the treatment of Acute Coronary Syndrome. Studies showed that Varespladib methyl treatment resulted in significant positive changes on lipoproteins and inflammation.,0,0,0,1,0,0
DB05739,b'CYT006-AngQb',biotech,"CYT006-AngQb  is a therapeutic vaccine in development for treatment of hypertension. It is designed to instruct the patient’s immune system to produce an antibody response against angiotensin II, a small peptide that causes blood vessels to narrow and results in increased blood pressure. It is a unique treatment modality that aims to address the issue of patient compliance by offering convenient dosing schedules due to the long-lasting effect induced by vaccination.",0,0,0,1,0,0
DB05740,b'RPI-78M',small molecule,"RPI-78M is being developed for the treatment of multiple sclerosis (MS). Other neurological disorders that may be served by RPI-78M include myasthenia gravis (MG), muscular dystrophy (MD) and amyotrophic lateral sclerosis (ALS).",0,0,0,1,0,0
DB05744,b'CRx-139',small molecule,"CRx-139 is an oral synergistic combination drug candidates with novel mechanisms of action targeting multiple biological pathways simultaneously. It is a dissociated steroid designed to enhance the immuno-modulatory activity of a low-dose glucocorticoid steroid without a comparable increase in steroid-related side effects. The synergistic combination containing low doses of the glucocorticoid steroid prednisolone and the antidepressant paroxetine. This novel synergistic combination is developed for the treatment of immuno-inflammatory diseases.

",0,0,0,1,0,0
DB05749,b'MPI-674',small molecule,"MPI-674 is an aromatase inhibitor (AI) with a well-established, multi-year chronic safety and tolerability profile.  AIs are a class of drugs that reduce the amount of estrogen circulating in the body by binding to and inhibiting the enzyme aromatase, which is responsible for converting certain hormones to estrogen. It is developed for the treatment of several serious women’s health conditions including endometrial thinning prior to endometrial ablations in premenopausal women with abnormal uterine bleeding (AUB).",0,0,0,1,0,0
DB05750,b'AVE-1625',small molecule,AVE-1625 is an oral selective and potent antagonist of cannabinoid 1 (CB1) receptors having the same mechanism of action as rimonabant. It is currently developed in obesity and its associated comorbidities. AVE-1625 is also being developed for the treatment of  Alzheimer disease.,0,0,0,1,0,0
DB05752,b'ALKS 27',small molecule,"ALKS 27 is an inhaled formulation of trospium chloride for the treatment of chronic obstructive pulmonary disease (COPD). Study showed that ALKS 27 was well-tolerated over a wide dose range, with no dose-limited effects observed.",0,0,0,1,0,0
DB05758,b'CYT007-TNFQb',biotech,"CYT007-TNFQb is an active immunization therapy that aims at
providing a novel treatment to people suffering from RA or psoriasis. The vaccine should allow for administration of low
amounts of drug to individual patients (in the microgram range) and for convenient dosing schedules.",0,0,0,1,0,0
DB05766,b'Norclozapine',small molecule,"ACP-104, or N-desmethylclozapine, is the major metabolite of clozapine, and is being developed by ACADIA as a novel, stand-alone therapy for schizophrenia. It combines an atypical antipsychotic efficacy profile with the added potential benefit of enhanced cognition, thereby addressing one of the major challenges in treating schizophrenia today.",0,0,0,1,0,0
DB05767,b'Andrographolide',small molecule,Andrographolide (HMPL-004) is a botanical product extracted from a herb that occurs naturally in China. The herb has an extensive history of use in TCM for the treatment of upper respiratory tract infections and other inflammatory and infectious diseases.,0,0,0,1,0,0
